GetData.Serial No,GetData.CQM ID,GetData.Item No,GetData.Item Description,GetData.Date
1016,CQM4C45,NNNEMZZ100,VKP80 THERMIC HEAD,22/04/2009
134,CQM585E,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",22/04/2009
508,CQM58D0,,1G RAM,22/04/2009
1314,CQM67801,CSDAAEM115     ( old code : CSDAAEM126 ),WHITE CIS MODULE,22/04/2009
1016,CQM4C45,CSDAAEM115     ( old code : CSDAAEM126 ),WHITE CIS MODULE,22/04/2009
311,CQM589A,,1G RAM,21/04/2009
293,CQM4C6F,CSDAAEL004,SMJ P.C.B,21/04/2009
399,CQM58A8,,1G RAM,21/04/2009
372,CQM58B7,NNNEMZZ100,VKP80 THERMIC HEAD,21/04/2009
347,CQM58A0,,1G RAM,21/04/2009
951,CQM67051,NNNMECI020,FLAT BELT (SCANNER),21/04/2009
265,CQM588A,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),21/04/2009
1123,CQM5815,,1G RAM,20/04/2009
251,CQM5873,,1G RAM,20/04/2009
256,CQM5872,,1G RAM,20/04/2009
1188,CQM5817,,1G RAM,20/04/2009
1124,CQM5816,,1G RAM,20/04/2009
1244,CQM5827,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),20/04/2009
297,CQM4C42,NNNEMZZ100,VKP80 THERMIC HEAD,20/04/2009
452,CQM58B2,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,20/04/2009
1144,CQM586E,,1G RAM,20/04/2009
832,CQM58CA,,1G RAM,17/04/2009
340,CQM589E,,1G RAM,17/04/2009
832,CQM58CA,,MULTI IO CARD - PCIE CONTROLLER CARD (SERIAL COM CARD ),17/04/2009
1089,CQM4C52,NNNEMZZ100,VKP80 THERMIC HEAD,17/04/2009
266,CQM5889,,1G RAM,17/04/2009
259,CQM5880,,1G RAM,17/04/2009
307,CQM5891,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",17/04/2009
307,CQM5891,,1G RAM,17/04/2009
838,CQM5848,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",16/04/2009
257,CQM5892,,1G RAM,16/04/2009
838,CQM5848,,1G RAM,16/04/2009
272,CQM588C,,1G RAM,16/04/2009
1149,CQM5839,,1G RAM,16/04/2009
254,CQM5874,CSDMEPC048,COLLECTION BOX WIRING,16/04/2009
316,CQM5894,,1G RAM,15/04/2009
227,CQM586B,,1G RAM,15/04/2009
452,CQM58B2,,1G RAM,15/04/2009
847,CQM67027,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),15/04/2009
306,CQM5881,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,15/04/2009
318,CQM5893,,1G RAM,15/04/2009
307,CQM5891,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,14/04/2009
254,CQM5874,,1G RAM,14/04/2009
847,CQM67027,CSDAAEL024,DOT MATRIX P.C.B (024),14/04/2009
1244,CQM5827,,1G RAM,14/04/2009
366,CQM58B9,,1G RAM,14/04/2009
500,CQM58D4,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,14/04/2009
267,CQM5885,,1G RAM,14/04/2009
832,CQM58CA,NNNMECI018,TOOTHED BELT T2.5/420 L6,11/04/2009
340,CQM589E,NNNMECI027,TOOTHED BELT T2.5 330L6,10/04/2009
340,CQM589E,NNNMECI020,FLAT BELT (SCANNER),10/04/2009
1308,CQM67155,NNNMEZZ124,LAM. SPRING EJECTION ROLLER (VKP-80),09/04/2009
275,CQM4C02,NNNEMZZ100,VKP80 THERMIC HEAD,09/04/2009
133,CQM585D,,1G RAM,09/04/2009
287,CQM4C35,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,09/04/2009
842,CQM5849,,1G RAM,09/04/2009
645,CQM58AC,,1G RAM,09/04/2009
1120,CQM5800,,1G RAM,09/04/2009
400,CQM58A6,,1G RAM,08/04/2009
504,CQM58D2,NNNEMZZ100,VKP80 THERMIC HEAD,08/04/2009
1020,CQM4C50,NNNEMZZ100,VKP80 THERMIC HEAD,08/04/2009
216,CQM4C00,NNNEMZZ100,VKP80 THERMIC HEAD,08/04/2009
221,CQM58C8,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",07/04/2009
124,CQM5816,NNNEMZZ100,VKP80 THERMIC HEAD,07/04/2009
221,CQM58C8,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,07/04/2009
304,CQM587F,NNNEMZZ100,VKP80 THERMIC HEAD,07/04/2009
535,CQM58E5,CSDAAEL024,DOT MATRIX P.C.B (024),07/04/2009
841,CQM5845,NNNMECI036,"FLAT BELT (Yellow, Bend)",07/04/2009
501,CQM58C7,,1G RAM,06/04/2009
345,CQM58B5,,1G RAM,06/04/2009
1128,CQM4C58,,PC CASE PSU  ( PC Power Supply ),06/04/2009
530,CQM58E0,CSDAAEL024,DOT MATRIX P.C.B (024),06/04/2009
1128,CQM4C58,,MULTI IO CARD - PCIE CONTROLLER CARD (SERIAL COM CARD ),06/04/2009
301,CQM4C2A,NNNEMZZ100,VKP80 THERMIC HEAD,06/04/2009
530,CQM58E0,NNNEMZZ100,VKP80 THERMIC HEAD,06/04/2009
287,CQM4C35,NNNEMZZ100,VKP80 THERMIC HEAD,03/04/2009
219,CQM5863,NNNEMZZ100,VKP80 THERMIC HEAD,03/04/2009
836,CQM5844,CSDMEPC077,SUPPORT (Collection Bin),03/04/2009
647,CQM5814,NNNEMZZ100,VKP80 THERMIC HEAD,02/04/2009
527,CQM4C7A,NNNMEZZ116,VKP80 EJECTION BLACK RUBBER ROLLER,01/04/2009
256,CQM5872,NNNMECI009,TOOTHED BELT T2.5 120L6,31/03/2009
631,CQM67006,CSDMEPO002,CSD2002E UPPER COVER DOOR,31/03/2009
284,CQM4C77,NNNMESR006,CSD2002  MECHANICAL LOCK ( UPPER DOOR Lock ) and GQM  BOX LOCK,31/03/2009
256,CQM5872,NNNMECI013,TOOTHED BELT T2.5 160L6,31/03/2009
400,CQM58A6,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),30/03/2009
1007,CQM67073,NNNEMZZ083,HYBRID CARD READER-MOTORISED,30/03/2009
218,CQM5862,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),27/03/2009
634,CQM67008,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),27/03/2009
225,CQM5843,NNNMECI020,FLAT BELT (SCANNER),26/03/2009
256,CQM5872,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),26/03/2009
623,CQM67011,CSDMEPO002,CSD2002E UPPER COVER DOOR,25/03/2009
273,CQM588B,CSDAAME282,MIRROR SUPPORT,25/03/2009
453,CQM58C6,NNNMECI008,TOOTHED BELT T2.5 285L6,24/03/2009
130,CQM5851,NNNELZZ050,MAIN POWER SUPPLY,23/03/2009
832,CQM58CA,NNNMECI027,TOOTHED BELT T2.5 330L6,23/03/2009
130,CQM5851,CSDAAEL003,DDO P.C.B.,23/03/2009
1307,CQM67154,NNNAAEL069,KEY PAD - CONTROL PANEL P.C.B.,17/03/2009
624,CQM6007,CSDAAEL024,DOT MATRIX P.C.B (024),17/03/2009
624,CQM67007,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),17/03/2009
533,CQM58E3,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),17/03/2009
368,CQM5802,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",16/03/2009
453,CQM58C6,NNNMECI036,"FLAT BELT (Yellow, Bend)",16/03/2009
1328,CQM58EC,NNNAAEL025/R,SENSOR ASSY  (U-shape),14/03/2009
225,CQM5867,NNNMEGU020,O-RING (ESCROW),13/03/2009
264,CQM5884,NNNMECI027,TOOTHED BELT T2.5 330L6,13/03/2009
1244,CQM5827,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),11/03/2009
339,CQM589B,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,11/03/2009
1148,CQM58DB,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),11/03/2009
221,CQM58C8,NNNMECI009,TOOTHED BELT T2.5 120L6,11/03/2009
542,CQM4C06,NNNMEZZ116,VKP80 EJECTION BLACK RUBBER ROLLER,10/03/2009
400,CQM58A6,CSDAAEM073,DC GEAR BOX MOTOR ASSY,09/03/2009
273,CQM588B,NNNMEZZ116,VKP80 EJECTION BLACK RUBBER ROLLER,07/03/2009
300,CQM4C3B,,VKP80 PRINTER P.C.B.(USB),06/03/2009
134,CQM585E,CSDAAME426,KPM80 UPGRADE KIT PRINTER MASK,06/03/2009
225,CQM5897,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),06/03/2009
956,CQM58CE,NNNEMZZ100,VKP80 THERMIC HEAD,06/03/2009
958,CQM58CE,,VKP80 PRINTER P.C.B.(USB),06/03/2009
294,CQM4C43,NNNEMZZ100,VKP80 THERMIC HEAD,05/03/2009
132,CQM585C,NNNMEGU030,O-RING (ESCROW),05/03/2009
560,CQM4C1A,NNNEMZZ100,VKP80 THERMIC HEAD,04/03/2009
262,CQM5882,NNNMECI020,FLAT BELT (SCANNER),04/03/2009
1245,CQM58DD,CSDMEAL175,SHAFT ( Pressure Roller ),03/03/2009
692,CQM4C23,CSDAAEM073,DC GEAR BOX MOTOR ASSY,03/03/2009
649,CQM4C36,CSDAACB002,BADGE READER WIRING,03/03/2009
447,CQM4C15,NNNEMZZ100,VKP80 THERMIC HEAD,03/03/2009
270,CQM5888,NNNMECI020,FLAT BELT (SCANNER),02/03/2009
28478,CQM5889,NNNEMZZ100,VKP80 THERMIC HEAD,02/03/2009
838,CQM5848,CBXMEPC005,BLACK INK ROLLER,02/03/2009
839,CQM5842,NNNMECI020,FLAT BELT (SCANNER),28/02/2009
363,CQM58B6,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,27/02/2009
842,CQM5894,NNNEMZZ100,VKP80 THERMIC HEAD,27/02/2009
300,CQM4CD,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),27/02/2009
413,CQM4C10,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,27/02/2009
347,CQM58B5,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,27/02/2009
286,CQM58E7,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,27/02/2009
347,CQM58B5,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",27/02/2009
553,CQM4C7D,NNNEMZZ100,VKP80 THERMIC HEAD,26/02/2009
368,CQM5802,NNNEMZZ100,VKP80 THERMIC HEAD,26/02/2009
226,CQM5889,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,26/02/2009
368,CQM5802,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,26/02/2009
223,CQM5865,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,26/02/2009
1281,CQM67133,,HARD DISK SATA,26/02/2009
368,CQM5802,NNNMECI020,FLAT BELT (SCANNER),26/02/2009
1326,CQM5823,CBXMEPC005,BLACK INK ROLLER,25/02/2009
497,CQM58FE,NNNMEZZ124,LAM. SPRING EJECTION ROLLER (VKP-80),25/02/2009
509,CQM58D6,CSDAACB002,BADGE READER WIRING,25/02/2009
301,CQM4C2A,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,25/02/2009
126,5855,NNNEMZZ084,ELO TOUCH SCREEN MODULE,25/02/2009
282,CQM4C68,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,25/02/2009
1016,CQM4C45,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,24/02/2009
226,CQM586A,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,24/02/2009
304,CQM587F,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),24/02/2009
868,CQM67044,NNNMECI020,FLAT BELT (SCANNER),24/02/2009
304,CQM587F,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),24/02/2009
339,CQM589B,NNNMECI027,TOOTHED BELT T2.5 330L6,24/02/2009
496,CQM58D8,CSDAACB002,BADGE READER WIRING,24/02/2009
840,CQM4C68,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,23/02/2009
296,CQM5887,NNNMECI005,TOOTHED BELT T2.5 182.5L6,23/02/2009
262,CQM5882,NNNMECI038,BELT (old series aligner),23/02/2009
361,CQM58BB,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,23/02/2009
250,CQM5857,CSDAAEL022,DOT MATRIX P.C.B (022),23/02/2009
262,CQM5882,NNNMECI036,"FLAT BELT (Yellow, Bend)",23/02/2009
262,CQM5882,CSDAAME110,FEED ROLLER ASSY,23/02/2009
361,CQM58BB,NNNMEZZ116,VKP80 EJECTION BLACK RUBBER ROLLER,23/02/2009
360,CQM5896,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,22/02/2009
315,CQM5890,NNNMECI020,FLAT BELT (SCANNER),21/02/2009
218,CQM5862,NNNEMZZ100,VKP80 THERMIC HEAD,21/02/2009
832,CQM58CA,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,20/02/2009
375,CQM58A5,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),20/02/2009
399,CQM5848,NNNMECI052,TOOTHED BELT T2.5 330L8,19/02/2009
833,CQM58AB,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,19/02/2009
221,CQM58C8,NNNEMZZ100,VKP80 THERMIC HEAD,18/02/2009
222,CQM5864,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,18/02/2009
220,CQM5868,NNNMEZZ116,VKP80 EJECTION BLACK RUBBER ROLLER,18/02/2009
310,CQM5898,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",17/02/2009
310,CQM5898,NNNMECI020,FLAT BELT (SCANNER),17/02/2009
129,CQM4C59,NNNEMZZ083,HYBRID CARD READER-MOTORISED,17/02/2009
105,CQM5860,NNNMECI014,TOOTHED BELT T2.5 180L6,17/02/2009
419,CQM4C4D,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,17/02/2009
454,CQM58A3,NNNMECI020,FLAT BELT (SCANNER),16/02/2009
311,CQM589A,NNNMEZZ116,VKP80 EJECTION BLACK RUBBER ROLLER,14/02/2009
625,CQM67005,NNNAAEM069,MAGNETIC READING HEAD ASSY  (MICR Reader Head) (CSD2002),13/02/2009
272,CQM588C,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,13/02/2009
629,CQM67002,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),13/02/2009
341,CQM58D9,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,13/02/2009
592,CQM4C6D,NNNEMZZ083,HYBRID CARD READER-MOTORISED,13/02/2009
215,CQM4C00,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,12/02/2009
267,CQM5885,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,12/02/2009
346,CQM58A1,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,12/02/2009
130,CQM5851,NNNEMZZ083,HYBRID CARD READER-MOTORISED,12/02/2009
1020,CQM4C50,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,12/02/2009
520,CQM4C14,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,12/02/2009
104,CQM5853,NNNMECI005,TOOTHED BELT T2.5 182.5L6,12/02/2009
130,CQM5851,NNNMECI020,FLAT BELT (SCANNER),12/02/2009
130,CQM5851,CSDAACB002,BADGE READER WIRING,12/02/2009
366,CQM58B9,NNNEMZZ083,HYBRID CARD READER-MOTORISED,11/02/2009
282,CQM4C68,NNNMEGU021,O-RING ( collection path ),10/02/2009
282,CQM4C68,NNNMECI020,FLAT BELT (SCANNER),10/02/2009
300,CQM4C3D,NNNEMZZ100,VKP80 THERMIC HEAD,10/02/2009
449,CQM58D7,CBXMEPC005,BLACK INK ROLLER,10/02/2009
340,CQM,NNNEMZZ100,VKP80 THERMIC HEAD,09/02/2009
276,CQM4C0C,CSDAAME141,ROLLER ASSY,07/02/2009
276,CQM4C0C,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",07/02/2009
792,CQM67022,CSDAAEM073,DC GEAR BOX MOTOR ASSY,05/02/2009
539,CQM4C7C,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,05/02/2009
835,CQM58CB,NNNMECI027,TOOTHED BELT T2.5 330L6,05/02/2009
314,CQM58A4,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,05/02/2009
262,CQM5882,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,04/02/2009
309,CQM588E,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),04/02/2009
275,CQM4C02,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,04/02/2009
858,CQM67034,CSDAAEL024,DOT MATRIX P.C.B (024),03/02/2009
560,CQM4C1A,,PC CASE PSU  ( PC Power Supply ),02/02/2009
515,CQM58D9,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,02/02/2009
262,CQM5882,NNNMECI006,TOOTHED BELT T2.5 200L6,31/01/2009
444,CQM4C6A,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),30/01/2009
1093,CQM67086,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),30/01/2009
529,CQM4C9F,NNNMECI018,TOOTHED BELT T2.5/420 L6,30/01/2009
132,CQM585C,NNNMECI027,TOOTHED BELT T2.5 330L6,30/01/2009
863,CQM67039,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),30/01/2009
132,CQM585C,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",30/01/2009
1091,CQM4C57,CSDAAEM115     ( old code : CSDAAEM126 ),WHITE CIS MODULE,30/01/2009
259,CQM5880,NNNMEGU022,O-RING (FEEDER - Fat),29/01/2009
259,CQM5880,NNNMEGU021,O-RING ( collection path ),29/01/2009
218,CQM5862,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",24/01/2009
1283,CQM67135,CSDMESF135,PAPER GUIDE (Collection Box),23/01/2009
956,CQM58CE,CSDAAEM115     ( old code : CSDAAEM126 ),WHITE CIS MODULE,23/01/2009
291,CQM4C3E,NNNMEZZ126,SPINDLE FOR EJECTION ROLLER (VKP80),23/01/2009
288,CQM4C2C,NNNMEZZ116,VKP80 EJECTION BLACK RUBBER ROLLER,23/01/2009
264,CQM5884,NNNMECI020,FLAT BELT (SCANNER),23/01/2009
263,CQM5861,CSDMEAL080,SHAFT,22/01/2009
855,CQM67031,NNNMECI020,FLAT BELT (SCANNER),22/01/2009
1189,CQM4C63,NNNMESR006,CSD2002  MECHANICAL LOCK ( UPPER DOOR Lock ) and GQM  BOX LOCK,21/01/2009
130,CQM5861,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",20/01/2009
399,CQM58A8,NNNMECI020,FLAT BELT (SCANNER),20/01/2009
130,CQM5861,NNNMEGU022,O-RING (FEEDER - Fat),20/01/2009
130,CQM5861,NNNMEGU021,O-RING ( collection path ),20/01/2009
692,CQM4C23,NNNEMZZ100,VKP80 THERMIC HEAD,19/01/2009
293,CQM4C6F,NNNMECI013,TOOTHED BELT T2.5 160L6,19/01/2009
275,CQM4C02,NNNMECI038,BELT (old series aligner),19/01/2009
1252,CQM67123,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),19/01/2009
1249,CQM67120,,HARD DISK SATA,19/01/2009
370,CQM58BA,,VKP80 PRINTER P.C.B.(USB),17/01/2009
533,CQM58E3,CSDAAEM115     ( old code : CSDAAEM126 ),WHITE CIS MODULE,17/01/2009
267,CQM5885,CSDMEPC094,PRESSURE ROLLER (CSD2002E),17/01/2009
267,CQM5885,CSDMEAL175,SHAFT ( Pressure Roller ),17/01/2009
370,CQM58BA,CSDMEAL175,SHAFT ( Pressure Roller ),17/01/2009
402,CQM58A7,NNNMECI027,TOOTHED BELT T2.5 330L6,17/01/2009
370,CQM58BA,CSDMEPC094,PRESSURE ROLLER (CSD2002E),17/01/2009
225,CQM5867,CSDMEAQ016  (a.k.a. CSDMESF093),PAPER GUIDE  (Input Slot),16/01/2009
127,CQM5858,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),16/01/2009
127,CQM5858,CSDAAME426,KPM80 UPGRADE KIT PRINTER MASK,16/01/2009
278,CQM4C0D,NNNMEMO072,COMPRESSION SPRING (Text Printer),15/01/2009
835,CQM58VB,NNNMECI013,TOOTHED BELT T2.5 160L6,14/01/2009
137,CQM585B,CSDAAME426,KPM80 UPGRADE KIT PRINTER MASK,14/01/2009
137,CQM585B,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),14/01/2009
401,CQM58A9,,VKP80 PRINTER P.C.B.(USB),13/01/2009
399,CQM4C2F,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",12/01/2009
122,CQM5854,CSDAAME426,KPM80 UPGRADE KIT PRINTER MASK,12/01/2009
1099,67084,NNNEMZZ084,ELO TOUCH SCREEN MODULE,12/01/2009
122,CQM5854,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),12/01/2009
560,CQM4C1A,NNNAAEL025/R,SENSOR ASSY  (U-shape),10/01/2009
395,CQM587E,NNNMEMO051,EXTENSION SPRING (Aligner or Feeder Pressure Plate - increase) 0.6mm,09/01/2009
834,CQM5846,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,09/01/2009
126,CQM5855,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),08/01/2009
258,CQM586D,NNNEMZZ084,ELO TOUCH SCREEN MODULE,08/01/2009
692,CQM4C23,CSDMEPC094,PRESSURE ROLLER (CSD2002E),07/01/2009
292,CQM5882,NNNMECI027,TOOTHED BELT T2.5 330L6,07/01/2009
692,CQM4C23,CSDMEAL175,SHAFT ( Pressure Roller ),07/01/2009
452,CQM58B2,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,06/01/2009
443,CQM4C55,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,06/01/2009
443,CQM4C55,NNNEMZZ100,VKP80 THERMIC HEAD,06/01/2009
1092,CQM67083,NNNMECI020,FLAT BELT (SCANNER),05/01/2009
275,CQM4C02,NNNMECI013,TOOTHED BELT T2.5 160L6,05/01/2009
135,CQM585F,NNNMEMO072,COMPRESSION SPRING (Text Printer),05/01/2009
275,CQM4C02,NNNMECI020,FLAT BELT (SCANNER),05/01/2009
288,CQM58E7,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",02/01/2009
360,CQM5896,NNNMECI020,FLAT BELT (SCANNER),02/01/2009
288,CQM58E7,NNNMEGU022,O-RING (FEEDER - Fat),02/01/2009
360,CQM5896,NNNMEGU022,O-RING (FEEDER - Fat),02/01/2009
290,CQM4C1F,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,31/12/2008
132,CQM585C,CSDAAME426,KPM80 UPGRADE KIT PRINTER MASK,31/12/2008
991,CQM67059,NNNMECI020,FLAT BELT (SCANNER),30/12/2008
795,CQM67025,NNNMECI008,TOOTHED BELT T2.5 285L6,30/12/2008
538,CQM4C8F,NNNMEPC018,RUBBER STAMP PLATE (HSBC HASE) - Old,30/12/2008
1158,CQM4C61,CSDMEPC048,COLLECTION BOX WIRING,29/12/2008
254,CQM5874,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",29/12/2008
122,CQM5854,,IDE DVD ROM DRIVE,29/12/2008
343,CQM58B4,NNNEMZZ100,VKP80 THERMIC HEAD,29/12/2008
845,CQM5846,NNNEMZZ100,VKP80 THERMIC HEAD,29/12/2008
370,CQM58BA,NNNEMZZ100,VKP80 THERMIC HEAD,27/12/2008
690,CQM58AD,NNNEMZZ100,VKP80 THERMIC HEAD,24/12/2008
540,CQM4C19,NNNEMZZ100,VKP80 THERMIC HEAD,24/12/2008
363,CQM58B6,,SERIAL PRINTER CONTROL BOARD,24/12/2008
446,CQM4C5A,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,24/12/2008
398,CQM4C3F,NNNMECI020,FLAT BELT (SCANNER),23/12/2008
280,CQM4C1B,NNNMECI020,FLAT BELT (SCANNER),23/12/2008
732,CQM58B7,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",23/12/2008
372,CQM58B7,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),23/12/2008
398,CQM4C3F,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),23/12/2008
505,CQM58D5,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),22/12/2008
224,CQM5866,CSDMEPC048,COLLECTION BOX WIRING,22/12/2008
1088,CQM4C04,NNNEMAQ016,SOLENOID ASSY  -  Aligner,22/12/2008
540,CQM4C19,,VKP80 PRINTER P.C.B.(USB),22/12/2008
1011,CQM67076,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),21/12/2008
540,CQM4C19,NNNMEZZ124,LAM. SPRING EJECTION ROLLER (VKP-80),20/12/2008
249,CQM5856,NNNELZZ050,MAIN POWER SUPPLY,20/12/2008
540,CQM4C19,NNNMEZZ126,SPINDLE FOR EJECTION ROLLER (VKP80),20/12/2008
540,CQM4C19,NNNMEZZ125,WHITE / RED  EJECTION ROLLER (VKP80),20/12/2008
845,CQM5846,NNNMEGU022,O-RING (FEEDER - Fat),20/12/2008
846,CQM5846,CSDAAME219,DETECTOR ROLLER ASSY,20/12/2008
268,CQM5886,NNNMEZZ124,LAM. SPRING EJECTION ROLLER (VKP-80),19/12/2008
34,CQM58B$,NNNMECI020,FLAT BELT (SCANNER),19/12/2008
343,CQM58B4,NNNMEGU022,O-RING (FEEDER - Fat),18/12/2008
343,CQM58B4,NNNMEGU021,O-RING ( collection path ),18/12/2008
34,CQM58CB,NNNMECI020,FLAT BELT (SCANNER),18/12/2008
279,CQM4C0E,CSDAAEL004,SMJ P.C.B,17/12/2008
691,CQM58AE,NNNEMZZ097,CUTTER THERMAL PRINTER -- VKP80,16/12/2008
498,CQM58C5,NNNEMZZ100,VKP80 THERMIC HEAD,16/12/2008
1317,CQM67158,CSDAAEL024,DOT MATRIX P.C.B (024),16/12/2008
367,CQM58BF,NNNMECI013,TOOTHED BELT T2.5 160L6,16/12/2008
1317,CQM67158,CSDAAEM073,DC GEAR BOX MOTOR ASSY,16/12/2008
535,CQM58E5,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),16/12/2008
288,CQM4C2C,NNNMECI052,TOOTHED BELT T2.5 330L8,15/12/2008
1023,CQM4C51,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),15/12/2008
542,CQM4C06,,PROMISE FASTRAK ULTRA  RAID CARD  - FT100 / FT2000,15/12/2008
129,CQM5850,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",15/12/2008
314,CQM5882,NNNMECI008,TOOTHED BELT T2.5 285L6,15/12/2008
305,CQM587D,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),14/12/2008
340,CQM589E,NNNMEGU021,O-RING ( collection path ),13/12/2008
